# schema=shastry-sutherland-full-spin-isotypic-primal-values-v1
# model_mof_sha256=041d82091fdf8be08f6ef549c10b4ac359ced4f3d7048a59ccf94ba0231b13da
# runmeta_sha256=4cc9b50612d9fcc986610c533ea2a2ca5cdb76480f2efb9360ab5c0cdf488bc3
index	name	float64_bits
215	full_spin_isotypic_invariant_moment[215]	1011111100100110101001101101100111110001111110101000101011110000
216	full_spin_isotypic_invariant_moment[216]	1011111011001010111110001100011101100100111000110010111111010110
217	full_spin_isotypic_invariant_moment[217]	1011111100100110101001101101100111110001111110110001111100111111
218	full_spin_isotypic_invariant_moment[218]	1011111011001010111110001100011101100100110010000001001001011110
219	full_spin_isotypic_invariant_moment[219]	0011111100100110101110010010010101111101110101000001101000101010
220	full_spin_isotypic_invariant_moment[220]	1011111011110000100101110011000011011000010001100011001110111001
221	full_spin_isotypic_invariant_moment[221]	0011111100100110101110010010010101111101110100101010110110100010
222	full_spin_isotypic_invariant_moment[222]	1011111011110000100101110011000011011000001100101010111100111111
223	full_spin_isotypic_invariant_moment[223]	1011111100101000111010001001110000110000001111110000000010000111
224	full_spin_isotypic_invariant_moment[224]	1011111100100110011001001111000101000100011101001000001011001101
225	full_spin_isotypic_invariant_moment[225]	1011111100101000111010001001110000110000001111110101110000000010
226	full_spin_isotypic_invariant_moment[226]	1011111100100110011001001111000101000100011101001011110010011100
227	full_spin_isotypic_invariant_moment[227]	1011111100000001011100100100011100000001011110110111011110000101
228	full_spin_isotypic_invariant_moment[228]	1011111100100110101001101101100111110001111110110100001001110111
229	full_spin_isotypic_invariant_moment[229]	1011111100000001011100100100011100000001011110101010100000100011
230	full_spin_isotypic_invariant_moment[230]	1011111011001010111110001100011101100101000000011110111010111010
231	full_spin_isotypic_invariant_moment[231]	1011111100100110101001101101100111110001111110100010001110011000
232	full_spin_isotypic_invariant_moment[232]	1011111011001010111110001100011101100100111101101001111010110101
233	full_spin_isotypic_invariant_moment[233]	1011111011001010111110001100011101100100111100010010101001010101
234	full_spin_isotypic_invariant_moment[234]	0011111100001001110110000101101100010000000101010101101101000011
235	full_spin_isotypic_invariant_moment[235]	1011111100000001011100100100011100000001011111010110101010111111
236	full_spin_isotypic_invariant_moment[236]	0011111100001001110110000101101100010000000100101001100001011111
237	full_spin_isotypic_invariant_moment[237]	1011111100000001011100100100011100000001011111011010100100001011
238	full_spin_isotypic_invariant_moment[238]	1011111011001010111110001100011101100100110111101100100011011011
239	full_spin_isotypic_invariant_moment[239]	0011111111011111010001000101110011001110010000010001000111010010
240	full_spin_isotypic_invariant_moment[240]	0011111101111110011101011001110010111100110011110110101010000011
241	full_spin_isotypic_invariant_moment[241]	0011111101111100010010111001110010000001000001101100100011100101
242	full_spin_isotypic_invariant_moment[242]	1011111110000101100011111010000011110100011000001001111000111111
243	full_spin_isotypic_invariant_moment[243]	0011111101111100010010111001110010000001000001101010100000101001
244	full_spin_isotypic_invariant_moment[244]	0011111101110011010110110101111010111000000110111100101110101111
245	full_spin_isotypic_invariant_moment[245]	0011111101111100010010111001110010000001000001101100010001101010
246	full_spin_isotypic_invariant_moment[246]	0011111101110011010110110101111010111000000110111100110110010001
247	full_spin_isotypic_invariant_moment[247]	0011111101110101001101001101110100010100001000110100011001000111
248	full_spin_isotypic_invariant_moment[248]	0011111100100010010101100101001001100111111101111100101010001111
249	full_spin_isotypic_invariant_moment[249]	0011111100100010110010101011110101101101011011111011100010010001
250	full_spin_isotypic_invariant_moment[250]	1011111100010000101111101001000010110001110000001111011100111101
251	full_spin_isotypic_invariant_moment[251]	0011111100100010110010101011110101101101011100001101001101101111
252	full_spin_isotypic_invariant_moment[252]	0011111100100011101001010100111100111010101011110011010010110010
253	full_spin_isotypic_invariant_moment[253]	0011111100100010110010101011110101101101011011101100101001101100
254	full_spin_isotypic_invariant_moment[254]	0011111100100011101001010100111100111010101100000010110101111010
255	full_spin_isotypic_invariant_moment[255]	0011111100110100001011010100101000010010110010011000001011101011
256	full_spin_isotypic_invariant_moment[256]	0011111100110010000100001100100010000001111010011010101011010111
257	full_spin_isotypic_invariant_moment[257]	1011111101000110110111001111010110110101010001001000101101001010
258	full_spin_isotypic_invariant_moment[258]	0011111100110010000100001100100010000001111010001111110000010110
259	full_spin_isotypic_invariant_moment[259]	0011111100100101000010111110111001001001010011000111011101001000
260	full_spin_isotypic_invariant_moment[260]	0011111100110010000100001100100010000001111010010001111101111011
261	full_spin_isotypic_invariant_moment[261]	0011111100100101000010111110111001001001010011000001011001110111
262	full_spin_isotypic_invariant_moment[262]	0011111101110010110101010101010000000111110000101000001001010111
263	full_spin_isotypic_invariant_moment[263]	0011111101110010110101010101000101101011100010100001010001011000
264	full_spin_isotypic_invariant_moment[264]	0011111101100101111111011111110011111110101001000010010101101001
265	full_spin_isotypic_invariant_moment[265]	0011111101110010110101010101000101101011100010100010011110101111
266	full_spin_isotypic_invariant_moment[266]	0011111101110010011010010111100110111100110001111000100101100110
267	full_spin_isotypic_invariant_moment[267]	0011111101110010110101010101000101101011100010100001111100000101
268	full_spin_isotypic_invariant_moment[268]	0011111101110010011010010111100110111100110001111000101110101110
269	full_spin_isotypic_invariant_moment[269]	1011111100011101011001001001110111000100001010011000010110011111
270	full_spin_isotypic_invariant_moment[270]	1011111100101011101011100011011001111110010011111101001001001010
271	full_spin_isotypic_invariant_moment[271]	1011111100011101011001001001110111000100001010001001000101111011
272	full_spin_isotypic_invariant_moment[272]	1011111100001000101111011010000000010000011111100110010001111100
273	full_spin_isotypic_invariant_moment[273]	1011111100011101011001001001110111000100001010001011000101010101
274	full_spin_isotypic_invariant_moment[274]	1011111100001000101111011010000000010000011111100010000010010011
275	full_spin_isotypic_invariant_moment[275]	1011111100011000011000111101000101110111100110000111010010000010
276	full_spin_isotypic_invariant_moment[276]	0011111100101000111000101110100011101010011111001001000000001010
277	full_spin_isotypic_invariant_moment[277]	1011111100011000011000111101000101110111100101110111110011011100
278	full_spin_isotypic_invariant_moment[278]	1011111010110000111110111100100000111100001010000110111011110001
279	full_spin_isotypic_invariant_moment[279]	1011111100011000011000111101000101110111100110001000100100010001
280	full_spin_isotypic_invariant_moment[280]	1011111010110000111110111100100000111100000110010010100000110001
281	full_spin_isotypic_invariant_moment[281]	1011111100100111011010101001101000101011100011101010110101011001
282	full_spin_isotypic_invariant_moment[282]	1011111100011000011001111111111011100010100101001011111010011011
283	full_spin_isotypic_invariant_moment[283]	1011111011111111101101100100010111010000111011100000011000010100
284	full_spin_isotypic_invariant_moment[284]	1011111100011000011001111111111011100010100101000010111101100011
285	full_spin_isotypic_invariant_moment[285]	1011111011111111101101100100010111010000111011110111011001000001
286	full_spin_isotypic_invariant_moment[286]	0011111100100101010010000110000011000001101011100001000011111000
287	full_spin_isotypic_invariant_moment[287]	1011111100011000011001111111111011100010100100110111001100001101
288	full_spin_isotypic_invariant_moment[288]	1011111011000000111111110000001000001111011000000110000001101101
289	full_spin_isotypic_invariant_moment[289]	1011111100011000011001111111111011100010100101000001000011001100
